id,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,is_expen,price_range
1229,1026,0,0.436419228,1,0,0,51,0.55526962,199,2,3,589,1474,3489,10,1,4,1,0,0,0,1
1230,1159,0,1.858092788,1,0,1,8,0.556526202,177,5,14,1003,1604,3655,18,9,9,1,1,1,0,0
1231,1149,1,0.447837896,1,4,1,43,0.802711597,114,7,10,208,1539,1986,17,1,15,1,0,1,0,1
1232,594,0,0.425257544,1,0,1,20,0.026879242,111,1,4,41,1973,401,7,4,7,1,0,0,0,2
1233,602,0,0.422258364,1,0,1,20,0.027063569,111,1,4,41,1972,398,7,4,7,1,0,0,1,2
1234,1026,0,0.446098005,1,0,0,2,0.805326994,143,2,4,150,1568,1449,12,1,11,1,1,0,0,2
1235,1026,1,0.468504087,1,0,1,12,0.094936025,202,2,3,649,1075,2017,17,6,11,1,0,0,0,2
1236,571,1,1.083647898,1,0,1,32,0.349036306,181,6,14,199,1629,1650,5,1,6,1,1,1,0,3
1237,1168,0,0.43093884,0,0,1,32,0.077975559,144,7,4,171,1108,3402,16,3,7,1,0,0,0,2
1238,1146,0,0.438192217,0,0,0,32,0.793476311,112,6,2,953,662,1617,12,5,11,1,0,0,0,3
1239,1808,0,2.396378299,1,3,0,2,0.75929901,144,7,1,222,1944,1656,15,1,9,1,1,1,0,3
1240,1143,0,0.421338739,1,0,0,12,0.81525752,202,7,19,181,727,1648,17,7,15,1,1,0,0,1
1241,603,0,0.421402284,1,0,1,20,0.026715263,110,1,4,43,1972,396,7,4,7,1,0,0,1,2
1242,1823,0,0.422071366,1,0,1,16,0.36045201,183,8,7,1011,934,3371,10,1,20,1,1,0,0,1
1243,613,0,0.414856127,1,0,1,20,0.028081885,178,1,4,178,986,3517,15,1,7,1,0,0,0,2
1244,1026,1,1.652532478,0,0,1,12,0.78658494,181,1,1,180,1595,1494,17,11,19,1,0,0,0,0
1245,1150,1,1.085725935,0,0,1,26,0.069001599,142,2,17,1613,1950,1984,17,3,11,1,1,0,0,3
1246,1842,0,0.518429545,1,1,0,12,0.06974415,180,4,14,1618,1538,1366,16,1,7,1,1,1,0,1
1247,1151,0,1.196355419,1,0,1,46,0.079349883,181,8,3,187,1148,3843,16,2,19,1,1,1,0,0
1248,606,0,1.837007114,1,0,0,49,0.351438223,178,7,9,203,649,3563,7,5,15,1,0,0,0,2
1249,1166,0,0.436988426,0,0,1,32,0.362766772,181,1,1,621,1005,2684,10,1,6,1,0,0,0,3
1250,1026,0,0.434701064,0,0,1,27,0.80206366,201,7,1,33,1934,1993,18,5,11,1,0,0,0,1
1251,1162,0,1.736982236,0,0,1,37,0.069089606,111,7,3,158,659,2671,7,0,20,1,1,0,0,2
1252,599,0,0.423785592,1,0,1,20,0.026840565,110,1,4,42,1972,398,7,4,7,1,0,0,1,2
1253,526,1,1.085522325,1,0,1,12,0.069387792,201,4,0,970,1520,1618,9,3,8,1,0,0,0,1
1254,1798,0,0.431878423,1,0,0,15,0.809276306,201,1,19,173,1806,3418,7,1,8,0,1,0,0,0
1255,1801,0,2.42959916,0,9,1,20,0.062816297,180,6,17,143,1501,1293,9,5,8,1,1,0,0,0
1256,1143,0,0.451135447,1,0,1,9,0.360514787,147,1,0,153,1804,2718,7,6,8,1,1,1,0,0
1257,569,0,0.424404202,1,0,1,32,0.091110196,177,7,4,194,660,1994,7,1,8,1,0,0,0,1
1258,595,0,0.421655706,1,0,1,20,0.026891098,110,1,4,42,1973,398,7,4,7,1,0,0,1,2
1259,1181,1,0.467497414,0,0,0,9,0.06704798,202,3,17,235,1541,1529,13,10,15,0,0,0,0,1
1260,538,1,0.445780504,0,0,1,49,0.027334521,201,3,7,616,1561,441,7,3,19,1,1,0,0,1
1261,595,0,0.440671737,1,0,1,20,0.027776298,88,4,1,157,1037,379,7,4,7,1,0,0,1,2
1262,1186,1,0.432815185,1,0,1,12,0.365955878,179,1,20,620,1050,1553,15,5,15,1,0,1,0,3
1263,1165,1,1.061819479,0,0,1,12,0.096663153,177,7,4,612,1082,3733,15,1,15,1,1,1,0,2
1264,1854,0,2.516678698,1,0,0,2,0.061356061,176,4,14,145,1581,3480,16,3,7,1,1,1,0,2
1265,599,0,0.422373157,1,0,1,20,0.02702664,111,1,4,41,1970,401,7,4,7,1,0,0,0,2
1266,1810,0,0.416634749,1,0,1,27,0.027221175,110,1,4,169,1954,382,7,4,7,1,0,0,1,2
1267,1135,0,0.429073466,0,0,1,12,0.075308978,180,3,19,36,1934,2671,18,7,20,1,0,0,0,3
1268,1168,0,1.858098525,1,0,0,32,0.343961258,114,7,3,169,715,1992,16,0,6,1,0,1,0,1
1269,1163,1,0.413954898,0,0,1,32,0.030074565,201,4,10,1594,1037,1262,13,3,8,1,1,0,0,1
1270,1482,1,0.465157611,1,0,0,21,0.073696685,170,4,14,189,1803,3419,16,1,8,1,0,0,0,1
1271,1169,1,1.68442129,0,0,1,51,0.344816891,142,1,3,935,947,1527,11,3,12,1,0,1,0,1
1272,1819,0,0.42260395,1,0,1,20,0.027328243,110,1,4,182,1973,393,7,4,7,1,0,0,1,2
1273,1171,1,2.415235173,1,0,1,27,0.809508176,182,1,3,196,1922,3375,7,6,7,1,1,1,0,2
1274,589,0,0.421523924,1,0,1,20,0.02680918,111,1,4,41,1972,398,7,4,7,1,0,0,1,2
1275,1026,0,1.872732315,1,4,1,32,0.082742768,112,2,3,625,681,3770,11,3,4,1,0,1,0,3
1276,1786,0,1.103544609,0,1,0,2,0.807588761,200,2,17,151,1574,1602,18,7,6,1,1,0,0,1
1277,1156,0,0.433822316,1,0,1,27,0.026216075,181,1,3,1595,1544,3357,11,3,4,1,1,1,0,1
1278,1525,0,0.451951664,1,0,1,32,0.80832107,148,7,1,613,672,2693,16,1,15,1,0,1,0,2
1279,1174,0,0.427265404,1,7,0,7,0.37084714,113,8,3,172,938,2673,9,5,11,1,1,1,0,0
1280,1159,0,1.086322582,0,9,0,32,0.55040375,113,4,14,151,1089,3576,15,0,2,1,0,0,0,2
1281,634,0,0.440312383,1,0,0,20,0.097484762,174,4,3,169,650,2698,18,7,13,0,0,1,0,3
1282,1792,1,1.655625971,1,0,1,12,0.761293939,183,7,2,34,1940,3458,18,3,20,1,1,0,0,1
1283,585,0,0.422409415,1,0,1,20,0.026883578,111,1,4,42,1973,398,7,4,7,1,0,0,1,2
1284,1139,0,2.371468388,1,0,0,27,0.02816053,199,3,7,152,958,3832,8,9,9,1,1,1,0,1
1285,1167,1,0.434823348,0,4,0,57,0.342130182,113,3,7,990,1547,3376,14,3,9,1,0,1,0,1
1286,1819,0,0.462897354,1,1,1,12,0.592595808,183,6,7,213,624,1637,5,1,8,1,1,1,0,0
1287,590,0,0.424403603,1,0,1,12,0.36434669,175,5,9,631,1923,2688,7,6,6,1,0,0,0,0
1288,1152,1,2.427532789,0,0,0,33,0.80513607,202,8,4,160,1045,3783,16,4,17,1,0,0,0,0
1289,1505,0,0.425500085,1,0,1,20,0.026907125,111,1,4,40,1969,396,7,4,7,1,0,0,1,2
1290,1513,1,2.397836581,0,0,1,8,0.806341132,148,5,12,59,632,669,7,2,11,1,1,0,0,2
1291,1485,1,1.091800162,1,0,1,54,0.06406115,177,4,17,35,1975,3403,9,11,11,1,0,0,0,1
1292,1161,0,0.434248902,1,0,1,12,0.801299591,114,3,19,164,667,1614,18,5,9,1,0,0,0,3
1293,1173,0,0.461987426,0,0,1,15,0.780331288,113,7,20,177,1069,3801,15,3,20,1,0,0,0,2
1294,1026,0,0.448883832,0,0,0,8,0.563787124,199,4,14,593,1080,3617,8,3,3,1,1,1,0,0
1295,1026,0,0.454320952,0,0,1,20,0.553878333,201,7,14,590,1455,3653,9,5,3,1,0,1,0,1
1296,1160,1,0.436013629,0,0,1,32,0.073134788,176,7,4,953,1019,3665,17,11,15,1,0,0,0,3
1297,1154,0,2.430294042,0,0,1,45,0.547047264,112,3,9,662,1403,2561,16,1,7,1,0,1,0,2
1298,1026,1,2.449732375,1,0,1,32,0.362628457,141,8,1,597,1044,1985,10,4,7,1,0,1,0,0
1299,602,0,0.422893046,1,0,1,20,0.026933487,110,1,4,41,1972,398,7,4,7,1,0,0,1,2
1300,1026,0,2.422468146,0,0,1,27,0.07433642,178,1,4,151,1557,615,15,3,7,1,1,1,0,3
1301,602,0,0.424738173,1,0,1,31,0.36214829,177,1,4,198,938,3693,15,1,6,1,0,0,0,2
1302,1154,1,0.482178774,0,0,1,14,0.348677802,141,2,0,947,1012,1999,9,5,6,1,0,1,0,1
1303,576,0,0.425093782,1,0,1,20,0.026398561,181,1,4,164,1970,392,7,4,7,1,0,0,1,2
1304,1831,0,0.461875061,1,0,1,12,0.358530046,180,6,3,1039,1033,3333,15,3,9,1,0,1,0,0
1305,1170,0,0.440644718,1,0,0,46,0.079346145,173,3,4,199,1100,3804,7,1,8,0,0,0,0,1
1306,1811,0,0.424009285,1,0,1,20,0.027552878,87,1,14,175,1963,386,7,4,7,1,0,0,1,2
1307,1829,0,1.836416035,0,0,0,2,0.348612701,173,1,3,172,1939,3409,15,1,7,1,0,1,0,2
1308,1466,0,0.468307728,1,0,0,27,0.025033292,170,3,3,245,1805,667,7,2,19,1,1,1,0,0
1309,1155,0,1.836223376,1,0,1,12,0.768257641,180,7,2,215,1926,3371,18,3,20,1,1,0,0,0
1310,600,0,0.428814492,1,0,1,20,0.027037542,110,1,4,39,1971,398,7,4,7,1,0,0,1,2
1311,1174,1,0.451789176,0,0,1,14,0.354313022,113,6,7,600,1957,1999,7,1,6,1,0,1,0,3
1312,1179,0,2.420455207,1,0,0,15,0.067121364,142,3,1,173,985,3743,18,5,13,1,1,1,0,1
1313,1026,0,1.039740763,0,1,0,32,0.080988042,202,2,18,147,713,2012,9,0,11,1,0,0,0,2
1314,1158,1,0.426693919,1,0,0,32,0.382720602,183,5,14,1617,628,2635,16,1,15,1,0,1,0,2
1315,592,0,0.426089329,1,0,1,20,0.026780734,111,1,4,40,1973,399,7,4,7,1,0,0,1,2
1316,588,0,0.42258189,1,0,1,20,0.026140251,111,1,4,42,1973,398,7,4,7,1,0,0,1,2
1317,1157,1,2.418166401,0,0,0,33,0.356443621,142,8,0,594,941,1541,7,3,13,1,1,0,0,1
1318,1802,0,0.417208789,1,0,1,20,0.028024016,88,1,4,198,1964,387,7,4,7,1,0,0,1,2
1319,1785,0,0.423386167,1,0,1,16,0.075346822,172,7,1,167,1926,3746,17,8,8,1,0,1,0,2
1320,1150,0,0.438742627,1,0,0,49,0.366603113,200,6,14,186,1010,3393,18,7,8,1,1,0,0,0
1321,1456,0,1.121225173,1,0,1,33,0.024703549,114,1,1,1001,1637,1518,10,11,13,1,0,1,0,2
1322,588,0,0.426962258,1,0,1,20,0.027127621,111,1,4,41,1972,398,7,4,7,1,0,0,1,2
1323,1460,0,0.421343773,1,0,1,20,0.026381335,112,1,4,171,1970,393,7,4,7,1,0,0,1,2
1324,1159,1,1.62619191,0,0,1,38,0.808941739,146,3,9,208,1075,1994,14,1,2,1,0,1,0,3
1325,1137,0,0.430437621,1,0,0,12,0.09034505,199,4,7,628,1082,2686,10,1,8,1,0,1,0,0
1326,1139,0,1.835626279,0,0,0,12,0.090986748,182,6,19,172,674,2706,18,11,6,1,1,1,0,3
1327,612,0,0.446969542,1,0,1,32,0.79570485,146,3,1,249,1495,2673,18,1,15,1,0,0,0,3
1328,1154,1,2.378948231,0,0,0,2,0.803780003,182,4,14,178,1930,3421,5,7,6,1,0,0,0,1
1329,600,0,0.424295679,1,0,1,20,0.026953943,111,1,4,42,1972,398,7,4,7,1,0,0,1,2
1330,607,1,0.455060026,0,0,1,43,0.364370126,203,1,0,186,934,2666,7,3,19,1,1,1,0,0
1331,1806,0,1.690834972,0,0,1,14,0.068408156,173,2,1,953,695,3428,17,6,12,1,0,0,0,0
1332,1480,0,0.461857643,1,0,0,27,0.089654493,182,3,3,293,1497,3379,7,1,13,1,0,1,0,3
1333,642,0,0.497695398,1,0,1,9,0.023803004,112,3,7,1013,1043,461,7,4,15,1,1,1,0,1
1334,1168,0,0.429362414,1,3,0,12,0.54810358,201,8,4,164,1553,1609,15,5,3,1,1,1,0,3
1335,1169,1,0.421146877,0,0,0,32,0.07115896,148,4,7,280,703,2688,14,11,6,1,1,0,0,3
1336,605,0,0.421068527,1,0,1,20,0.027249012,110,1,4,43,1971,397,7,4,7,1,0,0,1,2
1337,1157,1,0.413006558,1,0,1,12,0.829738887,202,7,19,210,943,3391,17,1,15,1,0,0,0,3
1338,1795,0,0.419542588,1,0,1,20,0.026573011,112,1,4,179,1972,388,7,4,7,1,0,0,1,2
1339,506,1,0.435901775,0,0,1,45,0.770162089,182,7,7,155,1916,3356,10,5,20,1,1,0,0,1
1340,586,0,0.424839323,1,0,1,20,0.027210709,110,1,4,43,1971,398,7,4,7,1,0,0,1,2
1341,597,0,0.421856155,1,0,1,20,0.026735803,111,1,4,42,1973,398,7,4,7,1,0,0,1,2
1342,596,0,0.422285199,1,0,1,20,0.026973949,110,1,4,42,1972,398,7,4,7,1,0,0,1,2
1343,587,0,0.456868725,0,4,0,32,0.074910465,182,4,6,146,663,3404,14,3,15,1,1,0,0,1
1344,1457,0,0.416802649,1,0,0,43,0.358567111,87,1,14,199,1570,1548,16,5,15,1,0,0,0,2
1345,1142,0,1.086548155,0,0,1,37,0.079362032,200,3,3,978,1016,1550,16,4,7,1,0,0,0,2
1346,1164,1,1.085976138,1,0,1,14,0.343981499,177,8,14,30,1540,1595,16,4,7,1,0,1,0,3
1347,1167,1,0.4326764,0,0,1,2,0.362739203,89,1,3,591,1114,2699,17,3,13,1,0,0,0,3
1348,1173,1,2.362720169,0,0,1,60,0.08646885,147,3,1,153,1036,3793,9,5,13,1,1,0,0,1
1349,1156,1,0.459718711,1,0,1,12,0.790116415,114,7,0,1028,1034,3843,16,0,6,1,0,0,0,3
1350,1822,1,2.402824283,1,0,1,2,0.085796879,202,8,4,181,1520,1242,9,7,11,1,1,1,0,3
1351,1168,0,1.134698032,1,0,1,27,0.55714631,202,3,5,182,693,1569,17,5,11,1,1,1,0,2
1352,1795,0,0.449075776,0,0,0,54,0.371663223,201,1,10,149,696,1591,7,5,6,1,1,1,0,3
1353,1800,1,0.434552677,0,0,1,32,0.376376195,201,1,20,643,1019,2659,15,3,13,1,1,0,0,3
1354,1140,1,2.383526574,0,0,0,32,0.558301434,113,4,4,620,1566,2678,10,5,7,1,0,0,0,2
1355,1511,1,1.067405588,0,0,1,32,0.354393846,180,6,0,150,1922,1547,9,5,8,1,0,0,0,2
1356,1169,1,0.442206804,1,0,0,43,0.355113981,200,3,7,976,1931,1582,7,3,13,1,1,0,0,1
1357,601,0,0.422199069,1,0,1,20,0.02732766,111,1,4,41,1971,398,7,4,7,1,0,0,1,2
1358,1026,1,0.434994587,0,0,1,32,0.372204762,144,2,0,594,696,2668,7,3,8,1,1,0,0,0
1359,1794,0,0.447680819,0,0,0,32,0.096736774,175,3,7,625,664,3855,10,3,9,1,0,0,0,1
1360,544,1,1.626249101,0,0,1,43,0.02473653,143,8,10,149,1090,1554,17,11,8,1,1,0,0,3
1361,1160,0,2.398964652,0,0,1,20,0.56535564,202,8,1,225,1411,3374,11,0,3,1,1,0,0,0
1362,1139,0,1.860681232,0,0,1,49,0.358763624,180,3,3,147,653,1996,18,9,13,1,1,0,0,3
1363,598,0,0.422345508,1,0,1,20,0.02706899,111,1,4,43,1972,398,7,4,7,1,0,0,1,2
1364,526,0,0.440232959,1,0,1,12,0.36306028,146,7,17,152,1804,2713,15,3,20,1,1,1,0,1
1365,1158,0,0.431791093,1,0,0,20,0.086218755,201,4,11,214,1470,2696,11,1,6,1,0,0,0,0
1366,1155,0,1.111988158,1,0,0,45,0.553599874,181,7,4,202,1080,1993,16,6,2,1,0,1,0,2
1367,1454,0,1.669499864,0,0,0,12,0.785442931,89,4,9,281,1454,3386,14,1,6,1,0,0,0,1
1368,1165,0,1.622480525,0,1,0,54,0.074886247,179,4,17,160,664,3781,16,3,15,1,1,0,0,1
1369,1143,1,1.099297404,1,0,1,45,0.792507777,148,7,1,603,965,2669,12,1,16,1,0,0,0,1
1370,1148,1,0.413731197,0,0,1,31,0.804206052,114,7,3,219,677,1999,17,1,15,1,0,0,0,3
1371,1026,0,0.483221786,1,0,1,38,0.080872098,145,3,7,210,697,601,7,5,6,1,1,0,0,3
1372,599,0,0.423757262,1,0,1,20,0.027266667,110,1,4,40,1971,397,7,4,7,1,0,0,1,2
1373,525,0,0.449109473,0,0,1,32,0.814166646,143,2,2,157,652,1992,16,0,2,1,1,1,0,2
1374,1163,0,0.43361724,0,0,0,54,0.554133763,200,4,19,160,1560,2678,18,5,4,1,0,1,0,0
1375,1142,0,0.467169243,0,3,0,27,0.791812716,146,3,12,1000,1476,2004,16,0,2,1,0,1,0,1
1376,1529,0,0.490865394,1,3,0,27,0.026228554,201,4,20,32,1087,672,16,3,11,1,0,0,0,2
1377,1480,1,1.118067722,1,1,1,12,0.820677204,144,4,2,211,667,1561,8,1,15,1,0,0,0,3
1378,1180,1,0.440749443,1,0,0,2,0.78895282,177,1,14,162,1913,3389,16,0,6,1,0,0,0,1
1379,1163,0,1.133248024,1,0,0,15,0.024013953,143,7,14,1599,991,3602,16,2,8,1,0,1,0,1
1380,1513,0,1.838170507,0,0,1,45,0.066338483,88,7,14,161,996,3738,17,1,19,1,1,0,0,1
1381,1811,1,0.448576059,0,0,1,60,0.077428856,172,1,10,604,1633,3826,10,3,15,1,0,1,0,1
1382,1026,1,0.460084869,1,0,1,31,0.790150065,114,7,15,168,1609,3379,18,2,6,1,1,1,0,3
1383,1475,0,1.691470467,0,0,1,54,0.351646381,145,7,14,600,1804,2706,9,3,8,1,1,0,0,2
1384,558,0,0.418272936,1,0,1,32,0.36982556,147,7,7,197,635,2682,7,1,6,0,0,1,0,1
1385,1138,0,1.074183163,0,4,1,32,0.55803974,114,7,3,971,653,2678,8,3,6,1,0,1,0,3
1386,1471,1,1.058334984,1,0,1,27,0.024462616,202,1,1,1024,1952,1472,7,11,8,1,1,1,0,1
1387,1140,1,1.060655059,1,0,1,9,0.78524408,180,2,2,165,1936,3371,18,11,11,1,1,1,0,1
1388,1813,0,0.420426421,1,0,1,20,0.026621632,111,1,4,189,1970,394,7,4,7,1,0,0,1,2
1389,595,1,1.654536292,0,0,1,12,0.073565312,179,1,3,201,902,3393,15,3,15,1,1,0,0,1
1390,622,1,1.078738559,0,3,0,32,0.027720122,179,4,7,152,1485,3458,9,1,8,1,0,0,0,0
1391,528,0,2.43120857,0,0,0,20,0.344884687,111,8,0,161,1445,3747,9,3,19,1,1,1,0,1
1392,596,0,0.42206745,1,0,1,20,0.026962365,110,1,4,43,1973,396,7,4,7,1,0,0,1,2
1393,1823,0,0.437499994,0,0,1,37,0.548825021,145,6,1,180,700,2701,7,1,9,1,0,1,0,2
1394,1141,1,2.447841871,0,0,1,2,0.763879834,180,6,10,154,935,3290,9,3,16,1,1,0,0,1
1395,606,0,0.440013922,0,0,0,2,0.556328788,202,4,4,156,1051,2700,8,0,9,1,1,1,0,1
1396,1140,1,0.420970657,0,0,1,32,0.069613362,114,7,3,183,669,2703,7,3,20,1,0,0,0,1
1397,1142,1,0.428202247,0,0,0,12,0.575031764,182,7,0,650,1803,3443,9,11,8,1,0,0,0,0
1398,1137,0,1.047550052,0,0,1,12,0.770447819,180,2,14,1000,1011,3390,18,9,20,1,0,0,0,1
1399,1026,0,0.451542245,1,0,1,12,0.788721316,202,7,3,145,1108,1996,17,3,15,1,1,1,0,2
1400,1511,0,0.465795798,1,0,1,15,0.560647771,180,7,9,155,1097,2669,7,3,7,1,0,0,0,1
1401,1136,1,0.424130274,1,0,1,12,0.822297911,180,1,0,619,1804,3385,15,3,20,1,1,0,0,1
1402,1187,0,1.643064138,1,0,0,43,0.024875335,142,3,14,992,650,1554,18,1,9,1,0,1,0,3
1403,526,0,1.828955327,0,0,1,9,0.811821602,172,2,7,150,1922,2689,14,6,13,1,0,0,0,0
1404,1026,1,1.806166967,1,0,0,8,0.349858202,179,7,3,134,1947,1632,18,6,8,1,0,0,0,1
1405,1797,0,0.420382175,1,0,1,31,0.025063188,112,1,14,42,1962,428,7,4,7,1,0,0,0,2
1406,1810,0,0.416280865,1,0,1,27,0.028074313,112,1,14,212,1961,391,7,4,7,1,0,0,1,2
1407,1138,1,0.422834728,0,0,1,54,0.36470271,203,6,1,998,1804,2703,7,3,8,1,1,0,0,1
1408,594,0,0.421557969,1,0,1,20,0.026809622,111,1,4,41,1972,396,7,4,7,1,0,0,1,2
1409,1825,1,0.456020661,1,0,1,32,0.371148867,179,1,0,657,1013,1596,10,3,15,1,0,1,0,1
1410,550,1,1.874997532,1,0,1,27,0.806620465,147,1,20,216,1084,3830,16,3,13,1,0,1,0,1
1411,566,1,2.446789855,0,0,1,49,0.356208766,199,7,3,210,1481,3418,16,0,8,1,0,1,0,2
1412,1460,0,2.395987101,0,0,1,12,0.068520426,182,7,1,206,1927,1520,9,3,20,1,1,0,0,0
1413,606,1,1.101468614,1,0,0,27,0.33282404,180,3,3,1603,1922,3415,9,3,20,1,0,0,0,1
1414,1138,0,2.445993374,1,0,1,60,0.078445031,177,8,0,30,1126,1497,17,4,8,1,1,0,0,0
1415,1798,0,0.41739236,1,0,0,53,0.071185095,113,3,0,349,650,1998,7,1,17,1,0,0,0,2
1416,1496,1,0.436470832,0,0,0,2,0.761248395,183,8,9,32,1917,2676,18,0,11,1,1,0,0,1
1417,607,0,0.424385992,1,0,1,20,0.026944781,111,1,4,42,1972,398,7,4,7,1,0,0,1,2
1418,616,0,0.504338336,0,3,0,49,0.065102033,177,6,7,245,1805,3415,17,10,15,1,1,0,0,1
1419,1777,0,2.416082635,1,0,1,16,0.097051372,180,6,11,200,1533,3340,9,0,4,1,1,1,0,0
1420,1026,1,0.504275741,1,0,1,12,0.360337722,148,6,5,184,680,2705,10,3,6,1,1,1,0,2
1421,1500,0,1.827626252,1,0,1,20,0.026372054,111,1,4,43,1972,398,7,4,7,1,0,0,1,2
1422,1144,1,1.074114488,1,0,1,21,0.071361818,202,2,0,971,1094,1987,9,0,2,1,0,1,0,1
1423,1154,1,1.125296895,1,0,0,33,0.801728668,113,6,14,155,707,1619,5,1,15,1,0,0,0,2
1424,604,0,0.42456407,1,0,1,20,0.026896471,111,1,4,41,1973,398,7,4,7,1,0,0,1,2
1425,1168,0,0.424007109,0,0,1,2,0.80450581,182,4,14,185,1929,2680,8,1,6,1,0,0,0,2
1426,601,0,0.424875693,1,0,1,20,0.027007499,111,1,4,42,1973,398,7,4,7,1,0,0,1,2
1427,550,0,2.469000225,0,0,0,33,0.086118183,201,4,9,165,631,3806,16,3,12,1,1,1,0,3
1428,1173,1,2.348751071,0,0,0,43,0.355611173,175,3,9,248,992,3549,10,3,9,1,0,0,0,1
1429,537,0,1.817975325,1,4,0,8,0.545335336,183,5,5,980,1042,3399,17,1,11,1,0,1,0,3
1430,1795,1,0.456695399,1,0,1,8,0.079451034,202,3,0,190,1619,3754,17,11,8,1,1,0,0,1
1431,1157,1,2.430870004,0,0,1,51,0.370344198,183,4,17,194,1546,3470,11,2,18,1,1,1,0,3
1432,1155,0,0.41126438,0,0,1,27,0.075176903,201,7,1,174,992,3578,7,1,20,1,1,0,0,1
1433,1026,0,1.86374966,1,0,1,32,0.071611861,114,2,9,145,1144,2666,7,6,6,1,0,0,0,2
1434,1835,0,0.455987771,1,0,1,9,0.025424222,114,7,16,1017,676,2669,7,4,7,1,0,1,0,2
1435,534,0,0.499853554,1,0,0,2,0.372038349,201,4,3,191,1527,2685,11,1,11,1,1,0,0,2
1436,600,0,0.424829078,1,0,1,20,0.026349186,111,1,4,42,1970,398,7,4,7,1,0,0,1,2
1437,1026,1,1.660528696,1,0,1,12,0.791746188,145,2,9,160,1506,3616,7,3,8,1,1,1,0,1
1438,1026,0,0.462756311,0,6,0,27,0.026442018,200,1,9,988,1006,3837,10,3,11,1,0,1,0,3
1439,595,0,0.424871688,1,0,1,20,0.026876351,111,1,4,43,1973,398,7,4,7,1,0,0,1,2
1440,604,0,0.423024954,1,0,1,20,0.027005212,111,1,4,43,1971,398,7,4,7,1,0,0,1,2
1441,604,0,0.423641706,1,0,1,20,0.026942472,111,1,4,42,1972,398,7,4,7,1,0,0,1,2
1442,1151,1,1.10840865,0,0,0,32,0.030483879,201,1,7,980,959,3784,10,3,13,1,0,0,0,1
1443,593,0,0.421510725,1,0,1,20,0.026771949,110,1,4,174,1973,396,7,4,7,1,0,0,1,2
1444,1791,1,1.632513721,0,0,1,12,0.063453915,114,1,0,32,1052,3243,9,3,15,1,1,0,0,2
1445,607,0,2.445500262,1,0,0,45,0.079793565,89,3,14,213,1586,1550,8,6,9,1,0,1,0,3
1446,601,0,0.433967904,1,0,1,31,0.794784481,114,8,0,148,651,1610,16,0,2,1,1,1,0,1
1447,1512,0,0.422694329,1,0,1,20,0.026598683,110,1,4,42,1974,399,7,4,7,1,0,0,1,2
1448,615,0,0.422089931,1,0,1,20,0.027018825,112,1,4,181,1969,387,7,4,7,1,0,0,1,2
1449,590,0,1.109349913,0,3,0,2,0.766754785,88,1,4,594,1494,3341,7,1,3,1,0,1,0,3
1450,585,0,0.431347933,1,0,1,12,0.083443302,180,4,17,226,1611,1595,14,1,15,1,1,0,0,1
1451,525,0,2.461927477,1,0,1,12,0.774530717,178,3,11,143,1663,1452,17,11,8,1,1,1,0,2
1452,1177,1,1.04587283,0,0,1,33,0.093111808,184,3,1,248,1462,2007,9,1,11,1,1,0,0,0
1453,550,0,0.451213419,0,3,1,2,0.778916192,201,4,16,987,1804,3298,15,5,8,1,1,0,0,3
1454,592,0,0.426691187,1,0,1,20,0.026802614,111,1,4,42,1972,398,7,4,7,1,0,0,1,2
1455,594,0,0.422950046,1,0,1,20,0.027123288,111,1,4,42,1972,398,7,4,7,1,0,0,1,2
1456,598,0,0.428275238,1,0,1,12,0.351409201,178,1,0,1022,1126,1527,16,0,8,1,1,1,0,1
1457,522,1,1.153943411,1,0,1,33,0.374835255,201,7,0,668,1432,3602,9,0,8,1,1,1,0,0
1458,1026,1,2.391856371,0,0,1,8,0.784685523,179,2,0,141,1472,2001,8,11,10,1,0,0,0,0
1459,1160,1,2.39748022,1,0,0,51,0.76739226,114,4,10,183,1516,3776,17,6,3,1,1,1,0,1
1460,594,0,2.381423264,0,0,1,27,0.074615516,145,3,1,38,978,3840,7,3,7,1,0,0,0,2
1461,591,0,0.423203358,1,0,1,20,0.026761872,110,1,4,42,1973,398,7,4,7,1,0,0,1,2
1462,1171,0,1.070028382,0,0,0,8,0.06458313,142,2,3,951,663,3413,9,5,20,1,0,1,0,1
1463,600,0,0.423577037,1,0,1,20,0.02696061,111,1,4,41,1969,397,7,4,7,1,0,0,1,2
1464,1506,0,0.428609149,1,0,1,20,0.026997173,110,1,4,43,1972,398,7,4,7,1,0,0,1,2
1465,1175,0,2.442689218,1,0,0,2,0.026568842,175,6,10,263,1012,1297,7,4,3,1,0,1,0,3
1466,1490,1,1.624955779,0,0,1,49,0.025410565,174,2,0,157,1400,1570,9,5,8,1,1,0,0,0
1467,1137,0,1.053364375,1,0,1,32,0.091062812,181,3,14,617,681,1551,7,1,2,1,0,0,0,1
1468,1149,1,2.378093946,1,0,0,16,0.363199259,179,1,20,615,1012,2685,17,10,20,0,1,0,0,2
1469,1481,1,2.375779574,0,0,0,14,0.36423152,183,7,1,309,1503,2007,16,0,6,1,0,1,0,3
1470,1825,1,2.44894726,0,0,0,20,0.815911804,138,1,11,162,1530,1363,10,0,10,1,0,1,0,0
